identifier,type,research_areas,creation_mode,completeness,number_of_resources,numer_of_views,number_of_downloads
1f7dc594-60db-4d55-948a-37e3be158f53,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,8
06dcc09b-35f7-473b-b5d1-de98a02d5430,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,13
95827a69-6eb9-4a12-ac8a-6ccf1864b2ae,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
684807ff-a202-417d-bd10-6d8f86187749,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
7ec76b09-53be-462c-b205-7af9dd87a109,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,15
2a145e5a-ab6e-4c1e-95a6-409c1c768989,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,12
c716ac2e-2460-4feb-a9b0-90694f5191dd,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,2,11
23d946a7-c830-47d2-a905-639b97f7a719,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,8
7a8eb856-7ef3-43ae-ad14-f2390f5e56bc,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,13
03f44849-4249-4b59-b450-7c1741edeeac,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,2,12
829d31e8-eeba-4f99-80da-92a7527eece7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,2,12
3233387d-1cf1-4900-989e-c75456d0605d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,9
1a174a90-3188-441b-9b71-68baf229cc6f,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,2,12
6deaff19-3d98-4193-9f2b-517bf78b6f95,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,14
1b1adfc1-0494-41d3-92b2-877930cf3fc2,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,12
cf569a33-5cee-4018-9049-66842b6350c3,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,3,2,8
82d4fb90-3e1b-4ac5-a202-c7c952b9896a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,3,1,9
ff26ae9a-fb3e-482b-bdb7-172484be7b0a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,3,2,14
1992df3d-c500-4a3c-820e-08a1cdf6f9f1,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,1,14
60a2a233-e609-46dd-adeb-dd5ba7c790e6,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,69,1,2,9
42774aa5-6265-4c9b-8150-56dd91d87cff,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,8
85c4b3dd-9cd1-461f-a849-5e1fe3869fa5,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,13
41165282-969d-4131-b009-e43f6170a520,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,12
2bcdebae-c7e8-4e97-9e38-8555365a3218,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,12
d08c62d9-08fa-450f-aba7-d9696bdf32f2,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,8
14d805c0-2ebf-4651-b56b-1b6a161ed9d6,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,9
038d9d1f-90d7-4049-ae5c-1a59ba48c155,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,1,11
de903b35-5125-45f9-8dfd-606870c05807,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,11
a85e0778-c8bc-41a2-a89d-093609318938,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,12
6fa95402-b834-46a0-8731-128589d2390c,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,2,8
02e73ad7-1f78-414e-988b-1346295dab36,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,12
5cde2aa0-9274-4a5d-8566-1d016ea4460d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,12
d2bda237-f40a-4ab2-8e57-1e57ef873b14,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,10
ddbb6314-844d-4384-bbab-aa9505d1664a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,1,8
fa8c65c9-a792-4b35-b96f-d95e56b52e19,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,69,1,1,13
0cd979e5-6666-480b-9790-1647a730837e,Data-centric Research Object,"['Environmental research', 'Social sciences']",MANUAL,61,2,2,12
7d8bd617-a541-4240-be64-8691d75bc1ea,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,11
d01c27ab-afff-4a95-a081-83a8b8cad12a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,13
6438ebbf-7058-4ebe-9917-03d0aefe6858,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,10
3788ab6f-2609-4eae-b3cb-5a247ac144b8,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,12
c5b2337b-c05b-4ecf-9064-1bfac3b00033,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,3,1,8
63e5253c-9a53-4854-867a-0ecb9823eec3,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,3,2,12
63c41af6-61cc-4c12-8196-4799f117de9a,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,12
a48ccf3b-b18a-4fed-ab2b-f65fd2d31232,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,12
3a68f9ae-c56e-4228-b0f6-de4b6d46942d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,12
e067ce3a-1e4c-4ef9-bc6b-8cb16455026f,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,15
c4588336-ff1b-4cb8-9e77-3fed2ec2edf9,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,12
2d84ea20-7952-4b1f-95d3-6a54ae145697,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,69,4,1,10
4466fb57-7178-4850-afdd-6cffb20dab37,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,12
e59e37dc-0d8e-4991-845a-6cef6b8b17b9,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,1,12
54296724-b6b4-4846-a7e1-c2395adc96ec,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,2,11
3988297f-5a19-4ef9-850e-d27a48752402,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,12
eea55fe8-ea4e-4596-b285-a1266917f242,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,13
cf9445e4-c62a-47e5-b945-266bcf987107,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,8
65d47c81-a52f-4401-a6f2-cb2fedd91a95,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,1,12
68fbbd93-8997-48c3-8b90-94073972e340,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,1,11
e526175f-0256-4700-9231-ec347e7d5b79,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,1,12
7261c6c4-2a56-484f-a99d-ae695a24385b,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,1,12
0bf7ac1b-befb-48c1-af74-83f2c034c7f3,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,1,14
f0aa3c28-ae8f-4049-a449-e1171b15ab37,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,11
93dc6a31-d93c-474d-a4d1-22eb10d17f55,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,69,2,1,12
19474fc4-4f4e-4400-8ce3-2af8e2712ed5,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,69,2,1,8
ab1687df-aa03-4ea0-8e95-0ce511a1228c,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,9
41b54bdf-ac3d-427a-8ed0-253160e2c3a8,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,2,13
e65b826f-0b82-4935-ba0d-b6e1c714a57e,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,2,13
2201ca0d-8df7-410d-879f-c17040d1fcf7,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,8
232184ba-9063-4bdf-ac29-8bdecd056bd1,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,14
d9b223a7-c4ac-477f-b95d-d1f6a361bf92,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,8
d26d799d-9465-4d44-a022-d42ff7dd7e35,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,2,13
6e2ec825-ad6d-4a90-a974-c290f9fa8139,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,13
ce0d2e77-6f99-4c1d-b71a-be3829e201f0,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,11
dcc84e37-1622-49d6-894a-7a61ac23ba0c,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,13
0db646d4-cd55-4f52-be54-c2e7ee9e1caf,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,12
e9923570-a51d-4664-ae3c-10c3cd9a48f8,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,8
c52a1daa-7c5b-41d1-9f68-d372e12529f0,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,12
5b9b12d3-9994-4fa8-9a5e-bac9c73ab711,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,13
709e5ffc-d035-40d3-be01-0f7702e894ce,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,3,10
4e502963-cdeb-4515-8a58-20ce9c94b0ab,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,13
ab8cb66d-82e4-412e-ab33-587c037bdcea,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
90745559-9ad8-408a-9803-a1a7045be4b3,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,13
b6ade8ce-4ab1-4ee9-8659-133a6f728c47,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,2,12
4467b491-e304-477d-992a-a237371fe5c3,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,11
e449fef3-94e5-40d7-bb09-6b28c9515974,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,1,2,12
fbeaadb1-8c0d-4ef9-8141-3337d99a9fad,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,3,1,13
25182ad6-5cdd-413f-ab12-062c6fbee2af,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,3,1,8
2f33884a-ff36-42b5-8886-055bd969393f,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,11
b5f58984-159e-4683-acfe-c86d29209960,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,66,2,1,12
96153deb-1f80-4e82-9be0-6b89c6710933,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,2,13
f836bc45-7c2e-4236-b47f-8882c14c35a6,Data-centric Research Object,"['Biology', 'Environmental research', 'Life sciences', 'Medical science', 'Physical sciences']",MANUAL,59,1,1,12
2bea96a2-5153-4937-9a34-78fbd6967d40,Data-centric Research Object,"['Biology', 'Environmental research', 'Life sciences', 'Medical science', 'Physical sciences']",MANUAL,59,1,2,8
670cbe06-257e-42ab-8c21-faaf45620c62,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,12
5d8358cc-5e72-451d-9a2a-9fd82a89a61c,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,1,16
2d335c29-abec-43f5-b6c8-01639034bb91,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,1,13
063f3c98-2306-4388-86b2-4b09976fc16d,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,2,8
71c90c65-34e6-441e-bb44-d1b31dd1007b,Data-centric Research Object,"['Biology', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,11
6a656f34-de1f-4d96-9ce2-a93ebd1f1a4c,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,11
6b0cdc2d-2857-44ef-bc5a-c2051ad20ba9,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,1,8
c0f7a882-6123-477c-aac5-25e8f9e49dcd,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,3,12
e7f5d844-fa99-4407-af00-82fc4ba618f1,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,12
359fc143-420a-45a9-8cdb-fc03c7188df5,Data-centric Research Object,"['Chemistry', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,13
bc9a215f-a0b0-4a5b-85e9-668f59874669,Data-centric Research Object,"['Chemistry', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,12
c35062bf-df50-4667-b876-e5c69570125c,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,13
5e8cbd3f-7b47-4d75-976a-b3d2c1d207e9,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,11
fc0d05e2-f5b4-4b47-b520-ea9d05d9f707,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,1,2,8
43e80c3c-a62e-45c2-ae2a-bcbe05a19a10,Data-centric Research Object,"['Earth sciences', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,2,2,8
9c04704a-5ad8-4054-bd8b-63ce662acdda,Data-centric Research Object,"['Chemistry', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,10
09955086-9e97-478b-abde-38627310e25a,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,12
5e58cbe7-602b-4678-a8bb-421a37c611bd,Data-centric Research Object,"['Biology', 'Environmental research', 'Life sciences', 'Medical science', 'Physical sciences']",MANUAL,61,2,1,11
d5486b94-4c58-4cb4-8b1e-6945adf5eba9,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,59,1,2,7
6d7f7856-f2c8-4172-9a35-ef22b6cc4561,Data-centric Research Object,"['Chemistry', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,11
b7df46c2-d54e-4cf0-8600-36516706cfbe,Data-centric Research Object,"['Chemistry', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,10
87076787-5876-423a-aa6f-fe5aa9beaf44,Data-centric Research Object,"['Chemistry', 'Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,7
862aa201-acba-4ded-8450-fbcfa2b7b0bf,Data-centric Research Object,"['Environmental research', 'Life sciences', 'Physical sciences']",MANUAL,61,2,1,9
